"BarcodeID","TripID","Region","Reach","Date","SampleNumber","RiverMile","DepthTotal","DepthSample","DepthIntegrated","GearID","TimeDay","TimeBegin","TimeElapsed","SuspendedLoad","Collector","FmUse","FiltrationEfficiency","Distance","Velocity","Volume","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","Notes.x","SpeciesID","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","CExtra","F0","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","FExtra","CountC","CountF","CountTotal","Notes.y","Concentration"
"D03211","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:47:50",5,"","","Net",0.96,196.32,39.26,21.6,0,0,"","FordM","",0.7,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","LETR",0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,"",0.185185185185185
"D03211","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:47:50",5,"","","Net",0.96,196.32,39.26,21.6,0,0,"","FordM","",0.7,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","HYDE",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"",0.0925925925925926
"D03211","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:47:50",5,"","","Net",0.96,196.32,39.26,21.6,0,0,"","FordM","",0.7,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","BAET",0,0,0,0,3,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,"",0.87962962962963
"D03211","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:47:50",5,"","","Net",0.96,196.32,39.26,21.6,0,0,"","FordM","",0.7,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MEGL",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"",0.0925925925925926
"D03211","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:47:50",5,"","","Net",0.96,196.32,39.26,21.6,0,0,"","FordM","",0.7,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","CERA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",0.0462962962962963
"D03211","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:47:50",5,"","","Net",0.96,196.32,39.26,21.6,0,0,"","FordM","",0.7,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","BAEL",0,7,17,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79,"",3.65740740740741
"D03211","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:47:50",5,"","","Net",0.96,196.32,39.26,21.6,0,0,"","FordM","",0.7,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MCYL",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,"",0.138888888888889
"D03211","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:47:50",5,"","","Net",0.96,196.32,39.26,21.6,0,0,"","FordM","",0.7,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MCYA",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,"",0.324074074074074
"D03212","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:58:42",5.17,"","","Net",1.19,148.97,28.81,16.39,0,0,"","FordM","",0.47,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","ACLA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",0.061012812690665
"D03212","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:58:42",5.17,"","","Net",1.19,148.97,28.81,16.39,0,0,"","FordM","",0.47,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","BAEL",0,19,51,40,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,125,"",7.62660158633313
"D03212","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:58:42",5.17,"","","Net",1.19,148.97,28.81,16.39,0,0,"","FordM","",0.47,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","HYMA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",0.061012812690665
"D03212","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:58:42",5.17,"","","Net",1.19,148.97,28.81,16.39,0,0,"","FordM","",0.47,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MCYA",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"",0.12202562538133
"D03212","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:58:42",5.17,"","","Net",1.19,148.97,28.81,16.39,0,0,"","FordM","",0.47,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","OCHR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"",0.12202562538133
"D03212","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:58:42",5.17,"","","Net",1.19,148.97,28.81,16.39,0,0,"","FordM","",0.47,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","BAET",0,0,0,1,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,"",1.15924344112264
"D03212","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:58:42",5.17,"","","Net",1.19,148.97,28.81,16.39,0,0,"","FordM","",0.47,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MCYL",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",0.061012812690665
"D03212","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","19:58:42",5.17,"","","Net",1.19,148.97,28.81,16.39,0,0,"","FordM","",0.47,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","LETR",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,"",0.24405125076266
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","LETR",0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,"",0.442477876106195
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MCYA",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,"",0.221238938053097
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MCYL",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",0.0737463126843658
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","OCHR",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,"",0.221238938053097
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","HYDE",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",0.0737463126843658
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MEGL",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"",0.147492625368732
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","BAEL",0,7,20,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,115,"",8.48082595870206
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","BAET",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"",0.147492625368732
"D03213","BA20160608","GrandCanyon","BrightAngel",2016-06-08,"",1000,2,1.5,0,26,"Crepuscular","20:09:26",5,"","","Net",0.75,123.23,24.65,13.56,0,0,"","FordM","",0.4,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","ACLA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",0.0737463126843658
"D03214","BA20160608","GrandCanyon","BrightAngel",2016-06-09,"",1000,2,1.5,0,26,"Crepuscular","17:14:15",5,"","","Net",0.87,174.12,34.82,19.15,0,0,"","DaubertM","",0,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","BAEL",0,12,29,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,57,"",2.97650130548303
"D03214","BA20160608","GrandCanyon","BrightAngel",2016-06-09,"",1000,2,1.5,0,26,"Crepuscular","17:14:15",5,"","","Net",0.87,174.12,34.82,19.15,0,0,"","DaubertM","",0,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MEGL",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"",0.0522193211488251
"D03214","BA20160608","GrandCanyon","BrightAngel",2016-06-09,"",1000,2,1.5,0,26,"Crepuscular","17:14:15",5,"","","Net",0.87,174.12,34.82,19.15,0,0,"","DaubertM","",0,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MCYL",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,"",0.156657963446475
"D03214","BA20160608","GrandCanyon","BrightAngel",2016-06-09,"",1000,2,1.5,0,26,"Crepuscular","17:14:15",5,"","","Net",0.87,174.12,34.82,19.15,0,0,"","DaubertM","",0,0,"","","River Mile is actually meters up Bright Angel Creek from confluence. ","MCYA",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"",0.10443864229765
